"year","array","site","lat","long","n_weeks","deer_present","predator_detections","n_young","n_female","n_male","PC1","PC2","disturbance_index","linear_index","polygonal_index","roads","wells","well_gas","well_oil","well_bitumen","inactive_well","seismic","seismic_3D","harvest","pipeline","winter_year","mean_snow_lag1","mean_min_temp","winter_year_lag2","mean_snow_lag2","winter_year_lag3","mean_snow_lag3","mean_snow_temporal","mean_min_temp_temporal","mean_snow_spatial","mean_min_temp_spatial","snow_anomaly","temp_anomaly","predator_index"
2023,"LU01","LU01_25",-1.78351947737896,-110.549,14,12,19,5,2,3,1.04400382404867,1.05642274885148,0.0609761304925094,-0.135338267998858,0.110107568363018,0.037249763,0.046790496,0,0,0.046790496,0.007918347,0.005128732,0,0.030089227,0.009666275,2022,-0.253780890202852,-10.8621226415094,2021,2.48007077702667,2020,-0.260490027801567,13.6092764370338,-11.9164168494954,-0.45500439994049,-10.8910361471204,-0.00815380989206976,0.0289135056110155,1.1344696008361
2022,"LU01","LU01_27",-1.78514244654814,-110.7394,15,8,25,4,5,2,1.52937584262188,-0.30265121348769,2.40489054779611,3.20461564049313,1.58826776327149,0.067451811,0.001733194,0,0,0.001654794,0.022583903,0.004044826,0,0,0.094252322,2021,2.71602385312045,-11.7820283018868,2020,0.0405579419186658,2019,-1.30541749872504,38.0779451513822,-12.7932833479596,-0.424952269347258,-10.6871464720569,2.63375879398807,-1.09488182982989,1.5521030969457
2023,"LU01","LU01_27",-1.78514244654814,-110.7394,14,8,6,3,5,4,1.52937584262188,-0.30265121348769,2.40489054779611,3.20461564049313,1.58826776327149,0.067451811,0.001733194,0,0,0.001654794,0.022583903,0.004044826,0,0,0.094252322,2022,-0.255889187799956,-10.8519811320755,2021,2.56795777279733,2020,-0.252192283147929,13.6092764370338,-11.9164168494954,-0.4441874717512,-10.9272625544863,-0.0152421924641655,0.075281422410832,-0.118430887492701
2022,"LU01","LU01_30",-1.73560759880698,-110.82258,15,5,9,2,1,1,1.25067690656883,0.485967848520115,-0.496837678875919,-0.292369240530498,-0.447328369986264,0.022253687,0,0,0,0,0.00160401,0.010563312,0,0.016114483,0.006868552,2021,2.33205150011625,-11.725,2020,0.012972570859813,2019,-1.38125517317228,38.0779451513822,-12.7932833479596,-0.536012958026852,-10.6299978418442,2.3437281633631,-1.09500215815581,0.112873818044922
2023,"LU01","LU01_30",-1.73560759880698,-110.82258,14,7,3,2,1,2,1.25067690656883,0.485967848520115,-0.496837678875919,-0.292369240530498,-0.447328369986264,0.022253687,0,0,0,0,0.00160401,0.010563312,0,0.016114483,0.006868552,2022,-0.225927657041806,-10.703679245283,2021,2.16449955153084,2020,-0.287473459276043,13.6092764370338,-11.9164168494954,-0.543801831198166,-10.8631278799344,0.0594684855623106,0.159448634651348,-0.407561769414731
2022,"LU01","LU01_32",-1.7260755122781,-110.54806,15,8,6,0,1,6,1.17186273471032,-0.330117986033327,1.53062800955535,0.532147089446727,1.49694195504928,0.055858187,0.040523116,0,0,0.040523116,0.006722617,0.008163828,0,0.037631567,0.020059903,2021,2.81902514526647,-11.8792452830189,2020,0.0912050623630622,2019,-1.28269886433626,38.0779451513822,-12.7932833479596,-0.340762127912799,-10.7321573437465,2.68539638422601,-1.14708793927234,-0.156981671748972
2023,"LU01","LU01_32",-1.7260755122781,-110.54806,14,3,23,0,2,2,1.17186273471032,-0.330117986033327,1.53062800955535,0.532147089446727,1.49694195504928,0.055858187,0.040523116,0,0,0.040523116,0.006722617,0.008163828,0,0.037631567,0.020059903,2022,-0.168396633344379,-10.777641509434,2021,2.67618618505733,2020,-0.187415558812112,13.6092764370338,-11.9164168494954,-0.34224952792932,-10.9644141262943,0.0139873494801304,0.186772616860335,1.51997744339879
2022,"LU01","LU01_36",-1.74704838851369,-110.53843,15,5,6,0,2,4,-0.74865426391553,-0.188984838843866,0.173867210842552,0.179615699814497,0.131616650340301,0.035433962,0.031997931,0,0,0.031997931,0.016030125,0.008534741,0.004317417,0.022033897,0.01874318,2021,2.77276112252664,-11.8769811320755,2020,0.0837693355388143,2019,-1.28621066846783,38.0779451513822,-12.7932833479596,-0.348687191351427,-10.7195984627984,2.64782684490839,-1.15738266927703,-0.156981671748972
2023,"LU01","LU01_36",-1.74704838851369,-110.53843,14,3,16,0,0,3,-0.74865426391553,-0.188984838843866,0.173867210842552,0.179615699814497,0.131616650340301,0.035433962,0.031997931,0,0,0.031997931,0.016030125,0.008534741,0.004317417,0.022033897,0.01874318,2022,-0.17487596701588,-10.8281132075472,2021,2.62757435095728,2020,-0.196925715016541,13.6092764370338,-11.9164168494954,-0.350578012453011,-10.9572374355716,0.0121975911601993,0.12912422802445,0.845338718914059
2022,"LU01","LU01_40",-1.90997392025118,-110.57063,15,5,9,0,3,2,1.06119361188303,-1.00453287705646,0.931376124227039,0.608408177388264,0.819112868633278,0.053248151,0.089141133,0,0,0.058993057,0.013851152,0.007431177,0,0,0.024804223,2021,2.48406442601024,-11.8253773584906,2020,0.0360798218883522,2019,-1.26594212998481,38.0779451513822,-12.7932833479596,-0.404454377756297,-10.6879816274046,2.41642190860095,-1.13739573108594,0.112873818044922
2023,"LU01","LU01_40",-1.90997392025118,-110.57063,11,5,6,2,3,1,1.06119361188303,-1.00453287705646,0.931376124227039,0.608408177388264,0.819112868633278,0.053248151,0.089141133,0,0,0.058993057,0.013851152,0.007431177,0,0,0.024804223,2022,-0.289093977042225,-11.1671698113208,2021,2.32422684494364,2020,-0.257919715313886,13.6092764370338,-11.9164168494954,-0.426360648406102,-10.9531746149468,-0.0535166288218197,-0.213995196373954,0.0392768662829505
2022,"LU01","LU01_41",-1.89587008958376,-110.29359,15,15,10,5,7,13,2.72469656897918,1.41625049571063,0.110009100685816,-0.658296744000808,0.332178818127026,0.019565403,0,0,0,0,0.001891839,0.0034548,0,0.079891113,0.003183573,2021,2.56100471753518,-11.8567452830189,2020,0.0370884416411577,2019,-1.30400989460664,38.0779451513822,-12.7932833479596,-0.42366557339556,-10.6512858095574,2.49448177022593,-1.20545947346151,0.202825647976221
2023,"LU01","LU01_41",-1.89587008958376,-110.29359,14,11,1,5,3,4,2.72469656897918,1.41625049571063,0.110009100685816,-0.658296744000808,0.332178818127026,0.019565403,0,0,0,0,0.001891839,0.0034548,0,0.079891113,0.003183573,2022,-0.221427321625844,-11.133820754717,2021,2.40507171025622,2020,-0.25662970942384,13.6092764370338,-11.9164168494954,-0.432913444156249,-10.9176766848261,0.0101600639270079,-0.216144069890854,-0.600315690696084
