"year","array","site","lat","long","n_weeks","deer_present","predator_detections","n_young","n_female","n_male","PC1","PC2","disturbance_index","linear_index","polygonal_index","roads","wells","well_gas","well_oil","well_bitumen","inactive_well","seismic","seismic_3D","harvest","pipeline","winter_year","mean_snow","mean_min_temp","winter_year_lag2","mean_snow_lag2","winter_year_lag3","mean_snow_lag3","mean_snow_temporal","mean_min_temp_temporal","mean_snow_spatial","mean_min_temp_spatial","snow_anomaly","temp_anomaly","predator_index"
2021,"LU02","LU02_51",54.99653,-111.47964,11,8,6,3,7,3,1.66065872231297,-2.21524606546016,0.160844375526112,0.0423397650939395,0.118504610432172,0.0119390532399962,0.00256473881818101,0.00256473881818101,0,0,0,0.00520589552812611,0,0.0513251976313328,0.0235512269484085,2020,27.7178199052133,-10.121990521327,2019,13.127558685446,2018,19.3481603773585,30.5309192108454,-11.3920066130277,20.1460290260364,-10.3861480625602,7.5717908791769,0.264157541233189,0.545454545454545
2022,"LU02","LU02_51",54.99653,-111.47964,14,11,2,8,3,7,1.66065872231297,-2.21524606546016,0.160844375526112,0.0423397650939395,0.118504610432172,0.0119390532399962,0.00256473881818101,0.00256473881818101,0,0,0,0.00520589552812611,0,0.0513251976313328,0.0235512269484085,2021,33.6190566037736,-11.3999056603774,2020,27.7178199052133,2019,13.127558685446,38.0779451513822,-12.7932833479596,21.8530444634292,-10.3461866560422,11.7660121403444,-1.05371900433517,0.142857142857143
2022,"LU02","LU02_52",54.99463,-111.40199,14,4,10,0,0,4,1.4261316434988,-1.84226073311828,0.419905971303545,0.033112233339929,0.386793737963616,0.0176097491454685,0,0,0,0,0,0.00288241471460951,0,0.357492547506974,0.00681206488106092,2021,36.6830660377358,-11.6572641509434,2020,28.965308056872,2019,15.7414084507042,38.0779451513822,-12.7932833479596,23.9299905131405,-10.6528418411368,12.7530755245953,-1.00442230980664,0.714285714285714
2021,"LU02","LU02_52",54.99463,-111.40199,11,3,4,0,2,1,1.4261316434988,-1.84226073311828,0.419905971303545,0.033112233339929,0.386793737963616,0.0176097491454685,0,0,0,0,0,0.00288241471460951,0,0.357492547506974,0.00681206488106092,2020,28.965308056872,-10.3189573459716,2019,15.7414084507042,2018,20.9057547169811,30.5309192108454,-11.3920066130277,21.994458780722,-10.703274945768,6.97084927615002,0.384317599796411,0.363636363636364
2022,"LU02","LU02_54",55.00331,-111.41174,14,12,6,7,8,2,2.14428087282645,-1.92841738069989,0.528777805155019,0.0295448201895716,0.499232984965448,0.0191866079974961,0,0,0,0,0.0020413177290636,0.00173982646653539,0,0.404094524948345,0,2021,36.0934433962264,-11.6013679245283,2020,28.7005687203791,2019,15.3826291079812,38.0779451513822,-12.7932833479596,23.4395274001347,-10.5823960081665,12.6539159960917,-1.01897191636183,0.428571428571429
2021,"LU02","LU02_54",55.00331,-111.41174,11,6,2,4,3,0,2.14428087282645,-1.92841738069989,0.528777805155019,0.0295448201895716,0.499232984965448,0.0191866079974961,0,0,0,0,0.0020413177290636,0.00173982646653539,0,0.404094524948345,0,2020,28.7005687203791,-10.2824170616114,2019,15.3826291079812,2018,20.4639150943396,30.5309192108454,-11.3920066130277,21.5365728546802,-10.6287810853534,7.16399586569899,0.34636402374206,0.181818181818182
2022,"LU02","LU02_56",55.01672,-111.39808,14,11,4,7,5,0,1.96454105315494,-1.05046866420131,0.559808610938312,0.0206717578942653,0.539136853044046,0.0150248638178134,0,0,0,0,0,0.00296340057412123,0,0.482344267890202,0,2021,35.0591509433962,-11.4980660377358,2020,27.9871563981043,2019,14.423896713615,38.0779451513822,-12.7932833479596,22.5006126057748,-10.4715002284769,12.5585383376214,-1.02656580925891,0.285714285714286
2021,"LU02","LU02_56",55.01672,-111.39808,11,9,5,4,8,0,1.96454105315494,-1.05046866420131,0.559808610938312,0.0206717578942653,0.539136853044046,0.0150248638178134,0,0,0,0,0,0.00296340057412123,0,0.482344267890202,0,2020,27.9871563981043,-10.2318957345972,2019,14.423896713615,2018,19.7745283018868,30.5309192108454,-11.3920066130277,20.6532626915381,-10.5121220123534,7.33389370656615,0.280226277756285,0.454545454545455
2021,"LU02","LU02_57",55.04159,-111.39145,11,8,12,5,6,3,2.29751677489472,-1.01255635775459,0.213304568230537,0.0203333726917766,0.192971195538761,0.00744666374817571,0.00240349656636388,0.00240349656636388,0,0,0,0.00688146514188388,0,0.190283045450816,0.00498625215040775,2020,27.4251658767772,-10.151990521327,2019,13.0689671361502,2018,18.730141509434,30.5309192108454,-11.3920066130277,19.5495577861556,-10.3496712382282,7.87560809062166,0.197680716901214,1.09090909090909
2022,"LU02","LU02_57",55.04159,-111.39145,14,12,10,8,8,3,2.29751677489472,-1.01255635775459,0.213304568230537,0.0203333726917766,0.192971195538761,0.00744666374817571,0.00240349656636388,0.00240349656636388,0,0,0,0.00688146514188388,0,0.190283045450816,0.00498625215040775,2021,33.4377830188679,-11.3467452830189,2020,27.4251658767772,2019,13.0689671361502,38.0779451513822,-12.7932833479596,21.2913073573391,-10.3148299003209,12.1464756615288,-1.03191538269802,0.714285714285714
2021,"LU03","LU03_05",55.34055,-110.86127,11,3,1,0,2,2,-1.37004659252438,-0.394375885752747,0.170366791801757,0.0621796323837504,0.108187159418006,0.0196808279694824,0.00433947166282374,0.00433947166282374,0,0,0.00153567251122372,0.00385293771413439,0.0333103471689718,0,0.00533551953116178,2020,25.7663507109005,-10.5283412322275,2019,16.075117370892,2018,14.9414622641509,30.5309192108454,-11.3920066130277,17.3262973001937,-10.9537387963194,8.44005341070674,0.425397564091952,0.0909090909090909
2022,"LU03","LU03_05",55.34055,-110.86127,1,1,0,0,1,0,-1.37004659252438,-0.394375885752747,0.170366791801757,0.0621796323837504,0.108187159418006,0.0196808279694824,0.00433947166282374,0.00433947166282374,0,0,0.00153567251122372,0.00385293771413439,0.0333103471689718,0,0.00533551953116178,2021,21.9187264150943,-12.1732075471698,2020,25.7663507109005,2019,16.075117370892,38.0779451513822,-12.7932833479596,18.1712072487358,-10.9460586934035,3.74751916635858,-1.22714885376632,0
2021,"LU03","LU03_07",55.40634,-110.75082,12,6,8,0,2,5,-1.19163035166668,-1.1417734190272,0.458878707494442,0.204275424075724,0.254603283418718,0.0317649547650982,0.00363802674661812,0.00363802674661812,0,0,0,0.00672167653736284,0.00937215999994138,0.118142451806968,0.114228424951921,2020,23.6061137440758,-10.575971563981,2019,14.0829107981221,2018,15.0055660377358,30.5309192108454,-11.3920066130277,16.2748763286746,-10.9829898987927,7.33123741540123,0.407018334811669,0.666666666666667
2021,"LU03","LU03_10",55.43207,-110.78266,12,4,8,0,2,1,-0.392924839175162,-0.043968759910077,0.269566626642614,0.0852539040402021,0.184312722602412,0.039016580386516,0.00302242416443358,0.00302242416443358,0,0,0.0221777769927208,0.000986666057493813,0.0174602680742336,0.030019339933107,0.00607320385371538,2020,24.315308056872,-10.6228909952607,2019,15.0672769953052,2018,15.1308018867925,30.5309192108454,-11.3920066130277,16.6485465069171,-11.0453421881553,7.66676154995489,0.422451192894648,0.666666666666667
2021,"LU03","LU03_102",55.33055,-110.85629,11,4,2,1,3,1,-1.36917531479322,-0.411795585612814,0.16446003665632,0.0664432531824956,0.0980167834738249,0.0213786832666674,0.00433947166282409,0.00433947166282409,0,0,0.00378471843580152,0.00529279324034899,0.0193087162934489,0,0.0204630603820303,2020,28.7709478672986,-10.566682464455,2019,15.9564788732394,2018,15.4360377358491,30.5309192108454,-11.3920066130277,17.7305018763237,-10.9842110838013,11.0404459909749,0.417528619346275,0.181818181818182
2022,"LU03","LU03_102",55.33055,-110.85629,1,0,1,0,0,0,-1.36917531479322,-0.411795585612814,0.16446003665632,0.0664432531824956,0.0980167834738249,0.0213786832666674,0.00433947166282409,0.00433947166282409,0,0,0.00378471843580152,0.00529279324034899,0.0193087162934489,0,0.0204630603820303,2021,23.6248113207547,-12.2123113207547,2020,28.7709478672986,2019,15.9564788732394,38.0779451513822,-12.7932833479596,18.7238337802688,-10.9778345829436,4.90097754048591,-1.2344767378111,1
2021,"LU03","LU03_103",55.33152,-110.8249,11,1,1,0,0,1,-1.7421357650974,-0.157044177798505,0.0607457213397765,0.0560674897663933,0.00467823157338328,0,0,0,0,0,0.0039351625794235,0.00655507152836076,0.0393366976714547,0,0.009923568115411,2020,29.3596682464455,-10.5957345971564,2019,16.6194366197183,2018,15.4283490566038,30.5309192108454,-11.3920066130277,17.8547104565726,-11.0061029232416,11.5049577898729,0.410368326085159,0.0909090909090909
2022,"LU03","LU03_103",55.33152,-110.8249,1,0,1,0,0,0,-1.7421357650974,-0.157044177798505,0.0607457213397765,0.0560674897663933,0.00467823157338328,0,0,0,0,0,0.0039351625794235,0.00655507152836076,0.0393366976714547,0,0.009923568115411,2021,23.6247641509434,-12.2393396226415,2020,29.3596682464455,2019,16.6194366197183,38.0779451513822,-12.7932833479596,18.8506324119757,-11.0008199043736,4.7741317389677,-1.23851971826788,1
2021,"LU03","LU03_111",55.39863,-111.1192,11,7,8,4,2,3,0.318839012712531,1.25813603638374,0.18811553969704,0.0859957683350322,0.102119771362008,0.0161054855171413,0.00952290544609423,0.00952290544609423,0,0,0,0.0020690766704288,0.0064972775601993,0,0.0510744929287512,2020,28.7018483412322,-10.4965402843602,2019,16.5806572769953,2018,14.6539150943396,30.5309192108454,-11.3920066130277,18.3764984743969,-11.0359087972266,10.3253498668353,0.53936851286644,0.727272727272727
2021,"LU03","LU03_126",55.55315,-110.772418,10,1,4,0,1,0,-1.68115678263621,-0.161671193054568,0.175351049554283,0.0731223685413452,0.102228681012938,0.00715616462880452,0.0532677908997665,0,0,0.0363936318288468,0.015372126696216,0.00820193873853482,0.0462075814985681,0,0.0115566836754378,2020,22.9128909952607,-10.653981042654,2019,17.4906103286385,2018,15.4609433962264,30.5309192108454,-11.3920066130277,17.5344617787066,-11.095773749093,5.37842921655404,0.441792706439021,0.4
2021,"LU03","LU03_129",55.57962,-110.82375,12,10,2,3,4,4,-1.60952858434702,-1.09991376563656,0.374960811816638,0.123862346822507,0.251098464994131,0.0343982263516801,0.0668313545846622,8.97378485309857e-06,0,0.0326515898383392,0.0240523276904217,0.00249906117518077,0.0160416582136071,0,0.0709234010820391,2020,22.1591943127962,-10.5738862559242,2019,17.3541314553991,2018,14.8973113207547,30.5309192108454,-11.3920066130277,17.1830124048113,-11.0378315466028,4.97618190798492,0.463945290678657,0.166666666666667
2022,"LU03","LU03_13",55.50208,-111.11472,1,1,2,0,1,0,1.26445839213199,2.5841245152165,0.115771997556228,0.0422021713916181,0.0735698261646095,0.00992710244624235,0.00171809561471641,0,0,0,0.00375332602360047,0.00717346018683111,0.0251016087585446,0,0,2021,23.4030188679245,-12.3824056603774,2020,25.8222274881517,2019,17.3330985915493,38.0779451513822,-12.7932833479596,18.9244235740343,-11.1033763589588,4.47859529389027,-1.27902930141854,2
2021,"LU03","LU03_13",55.50208,-111.11472,11,2,13,0,2,0,1.26445839213199,2.5841245152165,0.115771997556228,0.0422021713916181,0.0735698261646095,0.00992710244624235,0.00171809561471641,0,0,0,0.00375332602360047,0.00717346018683111,0.0251016087585446,0,0,2020,25.8222274881517,-10.5570142180095,2019,17.3330985915493,2018,14.579858490566,30.5309192108454,-11.3920066130277,18.116760623777,-11.1098772165917,7.70546686437469,0.55286299858227,1.18181818181818
2021,"LU03","LU03_131",55.33239,-110.79513,11,4,0,0,2,2,-0.110454893882465,-0.839071580114669,0.136553607838917,0.055078054198984,0.0814755536399327,0.000505043381761039,0,0,0,0,0,0.00514962622343748,0.0268756685269505,0.0770680938649094,0.0212619470305709,2020,29.2923696682464,-10.6109004739336,2019,16.3108450704225,2018,15.3833018867925,30.5309192108454,-11.3920066130277,17.7076017978023,-11.0127531527547,11.5847678704442,0.401852678821037,0
2022,"LU03","LU03_131",55.33239,-110.79513,1,0,1,0,0,0,-0.110454893882465,-0.839071580114669,0.136553607838917,0.055078054198984,0.0814755536399327,0.000505043381761039,0,0,0,0,0,0.00514962622343748,0.0268756685269505,0.0770680938649094,0.0212619470305709,2021,23.2662735849057,-12.2488679245283,2020,29.2923696682464,2019,16.3108450704225,38.0779451513822,-12.7932833479596,18.6795486245604,-11.0082548680206,4.58672496034524,-1.24061305650775,1
2021,"LU03","LU03_137",55.42564,-111.19794,11,1,6,0,1,0,-0.192999480211805,1.60615488050062,0.153173662641679,0.0335229512380976,0.119650711403581,0.0189747653444538,0,0,0,0,0.00257788623136968,0.00394757023814378,0.00084485341554293,0,0.00975576223995712,2020,25.7204265402844,-10.4316113744076,2019,15.523896713615,2018,15.0099528301887,30.5309192108454,-11.3920066130277,18.1629248480322,-11.0011782879049,7.55750169225215,0.569566913497329,0.545454545454545
2021,"LU03","LU03_14",55.50061,-111.09364,12,7,3,0,3,4,1.10047289328201,3.64949353002992,0.144268692706985,0.0683172891337554,0.0759514035732293,0.03777407270967,0.00171809561471616,0,0,0,0.0157681282660911,0.00428670542181782,0.0262565110022676,0,0,2020,28.4207109004739,-10.5878672985782,2019,17.6271361502347,2018,14.5871226415094,30.5309192108454,-11.3920066130277,18.2871816635739,-11.1345030262079,10.1335292369,0.546635727629688,0.25
2021,"LU03","LU03_147",55.53844,-110.84415,12,10,8,5,6,4,-0.252528993990289,-1.15167550081876,0.303102124270733,0.158364577031195,0.144737547239538,0.028373690759492,0.0276038824963727,0,0,0.0121037469224189,0.0253234007579693,0.00348560186841131,0.0104982625713172,0,0.0919570636155866,2020,23.3526066350711,-10.605355450237,2019,15.8549295774648,2018,15.8315566037736,30.5309192108454,-11.3920066130277,17.4366578122073,-11.0715952374246,5.91594882286383,0.466239787187652,0.666666666666667
2021,"LU03","LU03_15",55.4944,-110.79516,11,1,2,1,0,0,-0.454895455992094,-0.968377107447513,0.108205229284731,0.0463861780493661,0.0618190512353652,0.0151669490069886,0.00396286660763715,0,0,0,0.00149338699976365,0.0131616756009788,0.000520516443769512,0,0.0144356975816919,2020,24.3370142180095,-10.6771563981043,2019,15.4080751173709,2018,15.3983490566038,30.5309192108454,-11.3920066130277,17.4076410913324,-11.1102329404744,6.92937312667706,0.433076542370097,0.181818181818182
2022,"LU03","LU03_15",55.4944,-110.79516,1,0,2,0,0,0,-0.454895455992094,-0.968377107447513,0.108205229284731,0.0463861780493661,0.0618190512353652,0.0151669490069886,0.00396286660763715,0,0,0,0.00149338699976365,0.0131616756009788,0.000520516443769512,0,0.0144356975816919,2021,23.0171226415094,-12.3919339622642,2020,24.3370142180095,2019,15.4080751173709,38.0779451513822,-12.7932833479596,18.2072808855005,-11.1097183607145,4.80984175600892,-1.28221560154965,2
2022,"LU03","LU03_17",55.51204,-110.85303,1,1,0,0,0,0,-0.543840837287684,-1.26551063819979,0.220720716271531,0.176190034835852,0.0445306814356791,0.0196384820627942,0.00399991186805748,0,0,0,0.0105580461773117,0.00205146984710116,0.0182242071029182,0,0.109687170267058,2021,22.4964622641509,-12.3162264150943,2020,23.2549289099526,2019,15.6011737089202,38.0779451513822,-12.7932833479596,17.9462223038261,-11.0470975758354,4.55023996032482,-1.26912883925891,0
2021,"LU03","LU03_17",55.51204,-110.85303,11,1,14,0,1,0,-0.543840837287684,-1.26551063819979,0.220720716271531,0.176190034835852,0.0445306814356791,0.0196384820627942,0.00399991186805748,0,0,0,0.0105580461773117,0.00205146984710116,0.0182242071029182,0,0.109687170267058,2020,23.2549289099526,-10.5854502369668,2019,15.6011737089202,2018,15.3917924528302,30.5309192108454,-11.3920066130277,17.1759907429342,-11.0511713322677,6.07893816701842,0.465721095300855,1.27272727272727
2022,"LU03","LU03_18",55.53731,-111.11633,1,0,0,0,0,0,0.952714306608387,2.62655309660192,0.12342616708684,0.0332739805200414,0.0901521865667983,0.00735036267239869,0,0,0,0,0.0119374165675723,0,0.0182107601254832,0,0,2021,23.287358490566,-12.3666037735849,2020,25.4421327014218,2019,17.2366666666667,38.0779451513822,-12.7932833479596,18.7453745641182,-11.0901787419391,4.54198392644787,-1.27642503164576,0
2021,"LU03","LU03_18",55.53731,-111.11633,11,0,2,0,0,0,0.952714306608387,2.62655309660192,0.12342616708684,0.0332739805200414,0.0901521865667983,0.00735036267239869,0,0,0,0,0.0119374165675723,0,0.0182107601254832,0,0,2020,25.4421327014218,-10.5504739336493,2019,17.2366666666667,2018,14.5207547169811,30.5309192108454,-11.3920066130277,17.8880846841868,-11.0962464949409,7.55404801723502,0.545772561291567,0.181818181818182
2022,"LU03","LU03_19",55.52431,-111.07001,1,0,0,0,0,0,-1.42011202615891,0.532019216285792,0.154862971199203,0.044615975733146,0.110246995466057,0.0124350891692161,0.0575080090179528,0,0,0.0480974815435868,0.0331029326699184,0.00615038096712927,0.0155639256885611,0,0.00550131807177337,2021,22.8766509433962,-12.3902830188679,2020,25.2487203791469,2019,17.4438028169014,38.0779451513822,-12.7932833479596,18.581960087504,-11.1106291236481,4.29469085589221,-1.27965389521982,0
2021,"LU03","LU03_19",55.52431,-111.07001,12,4,3,1,3,2,-1.42011202615891,0.532019216285792,0.154862971199203,0.044615975733146,0.110246995466057,0.0124350891692161,0.0575080090179528,0,0,0.0480974815435868,0.0331029326699184,0.00615038096712927,0.0155639256885611,0,0.00550131807177337,2020,25.2487203791469,-10.5831753554502,2019,17.4438028169014,2018,14.3355660377358,30.5309192108454,-11.3920066130277,17.7658666055143,-11.114771490715,7.48285377363261,0.53159613526476,0.25
2021,"LU03","LU03_20",55.5267,-111.04119,12,5,2,0,5,3,-1.56642174073328,-0.543398280528919,0.14217746962222,0.0435111110361832,0.0986663585860367,0.00987006725729194,0.0322423836752484,0,0,0.020679929736122,0.0250362311801424,0.00591056160112738,0.0120689913381497,0,0.0135123143773887,2020,24.6081516587678,-10.6191469194313,2019,15.641220657277,2018,14.2903301886792,30.5309192108454,-11.3920066130277,17.6762921315542,-11.1419418156461,6.9318595272136,0.522794896214831,0.166666666666667
2021,"LU03","LU03_21",55.52354,-110.91676,12,8,4,3,8,2,0.286496269106931,-1.04833878705673,0.129386445290824,0.0893131664666874,0.0400732788241363,0.0076219667652886,0.00886014392634957,0,0,0.0036833734686603,0.0294736838712891,0.0120591919713481,0.0152153465453292,0,0.0544166611847215,2020,23.0784834123223,-10.5727962085308,2019,15.760234741784,2018,14.9802830188679,30.5309192108454,-11.3920066130277,17.0859423004989,-11.0487209704238,5.9925411118234,0.475924761892985,0.333333333333333
2021,"LU03","LU03_25",55.54139,-110.90796,12,5,7,0,3,3,-0.370312549418228,-0.800587454267748,0.290619972840915,0.0715279388414977,0.219092033999417,0.0434784741129524,0.0562656628318021,0,0,0.0478638045598581,0.0215115175154693,0.00345176331392841,0.00631849489151505,0,0.013818567671197,2020,22.5735071090047,-10.5677725118483,2019,15.8266197183099,2018,15.220141509434,30.5309192108454,-11.3920066130277,17.1785715790793,-11.0492846969607,5.39493552992548,0.481512185112386,0.583333333333333
2021,"LU03","LU03_27",55.5513,-110.96253,11,8,6,1,7,4,-1.53253938859205,-0.509504466753319,0.132129698599522,0.0419654234227418,0.0901642751767799,0.0255579825829802,0,0,0,0,0.0165576232024783,0.00544970496785847,0.0100100320460642,0,0,2020,23.1235545023697,-10.5322748815166,2019,15.5291079812207,2018,15.1219339622642,30.5309192108454,-11.3920066130277,17.18412778246,-11.0304214135313,5.93942671990964,0.49814653201469,0.545454545454545
2021,"LU03","LU03_28",55.551544,-110.88773,12,9,4,0,6,4,0.169835510867289,-1.1550435576057,0.209790968764902,0.0603026495044546,0.149488319260448,0.0163405654652332,0.0586000718844967,0.00321929046912803,0,0.037944055783223,0.0298565039857914,0.00808741297211227,0.00252102693034586,0,0.0328252913879538,2020,23.4949289099526,-10.5823696682464,2019,16.8975117370892,2018,15.1925471698113,30.5309192108454,-11.3920066130277,17.2729809467254,-11.0585001289417,6.22194796322722,0.476130460695231,0.333333333333333
2021,"LU03","LU03_32",55.40952,-111.20451,12,10,12,7,6,5,-1.13065560587266,-0.222830557269827,0.249921935039833,0.066655477590587,0.183266457449246,0.0354491147675666,0.00584373678682732,0.00257795216303652,0,0,0,0.00626649519318554,0,0.0641680545109196,0.0248545889496385,2020,26.0227962085308,-10.4248341232227,2019,16.1768544600939,2018,15.1877358490566,30.5309192108454,-11.3920066130277,18.4560402871081,-10.9968027362008,7.56675592142271,0.571968612978003,1
2021,"LU03","LU03_36",55.44786,-111.22414,11,4,11,0,1,4,0.335871187915447,2.8714661567863,0.153895037173496,0.125112362715726,0.0287826744577698,0.0205534847808451,0,0,0,0,0,0.0033889118045217,0.0239496329747465,0,0.0772203331556127,2020,25.8895260663507,-10.4608056872038,2019,15.8256807511737,2018,15.6928301886792,30.5309192108454,-11.3920066130277,18.4788725122911,-11.0520364231896,7.41065355405965,0.591230735985803,1
2021,"LU03","LU03_38",55.44706,-110.76387,12,0,4,0,0,0,0.871507589646522,-0.839056791450522,0.22432050268964,0.0619243253664641,0.162396177323176,0.0344250438051495,0.00731001507728632,0.00575347189503314,0,0,0.0302661900228056,0.002012807762337,0.0165714099440577,0,0.00770932329860971,2020,25.3063981042654,-10.7220853080569,2019,15.8253990610329,2018,15.5702358490566,30.5309192108454,-11.3920066130277,17.1681006857781,-11.1315581247587,8.13829741848728,0.409472816701804,0.333333333333333
2021,"LU03","LU03_39",55.46641,-111.23818,11,2,2,0,0,2,0.79228579990788,2.9620558722165,0.353389763229777,0.0404120717885766,0.3129776914412,0.013491450351219,0.00171793287589898,0,0,0,0.0289977225080352,0.00284964908667131,0.00689358847426182,0.0138668144971373,0.0166761804026116,2020,25.2762085308057,-10.426018957346,2019,15.5165727699531,2018,15.3375943396226,30.5309192108454,-11.3920066130277,18.14429585823,-11.0193695768213,7.13191267257566,0.593350619475348,0.181818181818182
2021,"LU03","LU03_40",55.47251,-111.16615,11,3,5,0,2,1,1.77588043203382,4.17783634204217,0.165866807067921,0.0557895051739057,0.110077301894015,0.0151118933876914,0.0521401677796512,0.0025015177160377,0,0.0479229640580108,0.0491685938272018,0.00285021401006152,0.0246253527934034,0.000138812900238906,0.0127151805080288,2020,27.7891469194313,-10.5218483412322,2019,15.7922535211268,2018,14.9120283018868,30.5309192108454,-11.3920066130277,18.3176425502988,-11.0946865820396,9.47150436913248,0.572838240807329,0.454545454545455
2021,"LU03","LU03_41",55.46186,-111.16666,11,3,7,0,0,3,1.45015997061679,2.90645332054236,0.227384927963846,0.0613467792688704,0.166038148694975,0.0124896099218032,0.0555449873596592,0.00478006992318427,0,0.0507649174364749,0.0479519432108087,0.00619579888987115,0.0260150619069055,0.0603600875672775,0.0153667943371957,2020,28.4617061611374,-10.547345971564,2019,16.4732394366197,2018,15.5093396226415,30.5309192108454,-11.3920066130277,18.7561911122299,-11.1336460480016,9.70551504890758,0.586300076437587,0.636363636363636
2021,"LU03","LU03_44",55.50131,-110.84864,11,7,1,4,4,4,0.101424674536415,-0.755128705915757,0.258578802033917,0.163941992290556,0.0946368097433612,0.0292073659370292,0.0103268947247804,0,0,0,0.00283214653385195,0.000355314028496626,0.00570118712401697,0,0.104907441419439,2020,23.3864454976303,-10.5758767772512,2019,14.7257746478873,2018,15.3236320754717,30.5309192108454,-11.3920066130277,17.0817128865421,-11.0402980651803,6.30473261108821,0.464421287929071,0.0909090909090909
2021,"LU03","LU03_45",55.51747,-110.96503,12,3,7,1,1,2,0.942919164261429,-1.31754099891469,0.211796428911857,0.0982344120082051,0.113562016903652,0.0261515467792207,0.0216542942564629,0,0,0.0178640305536438,0.0316417984140324,0.00963871523477903,0.0182269223463509,0,0.0431900836940191,2020,24.10663507109,-10.635355450237,2019,16.1633333333333,2018,15.3154716981132,30.5309192108454,-11.3920066130277,17.4127332576285,-11.1351083364829,6.69390181346153,0.499752886245963,0.583333333333333
2021,"LU03","LU03_46",55.5084,-110.89555,12,4,5,2,1,2,-0.354294967327584,-0.452032575050221,0.142530597420528,0.0452441219149103,0.0972864755056178,0.0178346499454336,0,0,0,0,0.00478921597581991,0.00656902927613313,0.0174695644244666,0,0.00302267837994485,2020,23.6481516587678,-10.6025592417062,2019,15.7446948356808,2018,15.6262735849057,30.5309192108454,-11.3920066130277,17.3967649633695,-11.0729750701184,6.25138669539832,0.470415828412195,0.416666666666667
2022,"LU03","LU03_48",55.54892,-111.09771,1,0,3,0,0,0,0.907402853287623,3.95108018493895,0.148085811507419,0.0567832693980873,0.0913025421093313,0.041667121282598,0,0,0,0,0.00951148988129826,0.00445489335738444,0.00825034916207332,0,0,2021,23.1909433962264,-12.3403773584906,2020,24.1969668246445,2019,15.0389671361502,38.0779451513822,-12.7932833479596,18.3304553824209,-11.0707519165023,4.86048801380548,-1.26962544198829,3
2021,"LU03","LU03_48",55.54892,-111.09771,12,1,15,0,1,0,0.907402853287623,3.95108018493895,0.148085811507419,0.0567832693980873,0.0913025421093313,0.041667121282598,0,0,0,0,0.00951148988129826,0.00445489335738444,0.00825034916207332,0,0,2020,24.1969668246445,-10.5396682464455,2019,15.0389671361502,2018,14.367641509434,30.5309192108454,-11.3920066130277,17.4522907168978,-11.0768025168453,6.74467610774677,0.537134270399834,1.25
2021,"LU03","LU03_49",55.55693,-111.07931,12,6,11,1,2,4,0.293813856486489,2.48577854225589,0.141379949035993,0.0574462515272672,0.0839336975087261,0.0472782828574476,0,0,0,0,0.00782597823481635,0.00590072656349787,0.000623111057551123,0,0,2020,24.3505687203791,-10.5773933649289,2019,15.4413145539906,2018,14.9794339622642,30.5309192108454,-11.3920066130277,17.9720047029077,-11.1129604654747,6.37856401747149,0.535567100545769,0.916666666666667
2021,"LU03","LU03_50",55.55165,-111.03035,12,7,10,4,2,1,-0.20506524062215,-0.89233690743496,0.162251076155421,0.0334886032917011,0.12876247286372,0.0276139392878318,0,0,0,0,0.00576979211152067,0.00166963293056849,0.00398571717154191,0,0,2020,24.1081516587678,-10.6061137440758,2019,15.5225821596244,2018,14.8587264150943,30.5309192108454,-11.3920066130277,17.9533109038363,-11.1247643024599,6.15484075493147,0.518650558384055,0.833333333333333
2021,"LU03","LU03_51",55.55753,-110.82767,12,11,5,4,3,6,-1.35046300617676,-0.941350354072448,0.278711028182187,0.12938710115378,0.149323927028406,0.00999896788244676,0.109777682577047,0,0,0.0675694158129994,0.0214532659001608,0.00434859471431864,0.0226075177483058,0,0.0917233026106045,2020,23.3371090047393,-10.5934123222749,2019,16.9015962441315,2018,15.6824528301887,30.5309192108454,-11.3920066130277,17.4101396158595,-11.0573346117394,5.92696938887981,0.463922289464501,0.416666666666667
2021,"LU03","LU03_52",55.56306,-110.89193,12,8,17,4,3,4,0.170715330837111,-1.41535685300287,0.479695640575566,0.156920437937469,0.322775202638097,0.0352105341421883,0.0131628746039803,0,0,0,0.0147157899326395,0.00243512385101836,0.00251758688914402,0,0.0907372710509751,2020,23.0997630331754,-10.5640758293839,2019,16.7449295774648,2018,15.184858490566,30.5309192108454,-11.3920066130277,17.0956877701654,-11.0404579840583,6.00407526300992,0.476382154674365,1.41666666666667
2023,"LU09","LU09_05",55.90594,-113.6983,2,0,0,0,0,0,1.6028004480427,1.38238378864183,0.114572416123934,0.0424930080901684,0.0720794080337659,0.0324338628142869,0,0,0,0,0.00255103817160355,0.0100591452758815,0,0,0,2022,9.0261320754717,-10.8410377358491,2021,25.5272641509434,2020,18.8281990521327,13.6092764370338,-11.9164168494954,18.2673796704337,-10.6353146135858,-9.241247594962,-0.205723122263233,0
2024,"LU09","LU09_05",55.90594,-113.6983,14,0,3,0,0,0,1.6028004480427,1.38238378864183,0.114572416123934,0.0424930080901684,0.0720794080337659,0.0324338628142869,0,0,0,0,0.00255103817160355,0.0100591452758815,0,0,0,2023,4.18605633802817,-8.04793427230047,2022,9.0261320754717,2021,25.5272641509434,16.2434159842778,-9.26000327546675,14.9695847059029,-10.3530889054667,-10.7835283678747,2.30515463316618,0.214285714285714
